trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
632,False,"{'a': 0.01, 'e': 0.1582278481012658}",20,12,14.254459729337377,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.01, 'e': 0.1579778830963665}",20,10,18.45776136036675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.01, 'e': 0.15772870662460567}",20,6,-67.22232788520144,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 2}",1
635,False,"{'a': 0.01, 'e': 0.15748031496062992}",20,12,0.6064658378132046,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
636,False,"{'a': 0.01, 'e': 0.15723270440251572}",25,16,18.982144671060254,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
637,False,"{'a': 0.01, 'e': 0.15698587127158556}",35,17,-2.1671436237679877,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
638,False,"{'a': 0.01, 'e': 0.15673981191222572}",25,11,28.31163030652787,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.01, 'e': 0.15649452269170577}",25,12,17.210995111079544,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
640,False,"{'a': 0.01, 'e': 0.15625}",25,8,29.564629760724788,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
641,False,"{'a': 0.01, 'e': 0.15600624024961}",25,8,33.31274244496405,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
642,False,"{'a': 0.01, 'e': 0.1557632398753894}",20,5,29.73679231553138,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.01, 'e': 0.15552099533437014}",20,10,13.27766187966198,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
644,False,"{'a': 0.01, 'e': 0.15527950310559005}",25,18,12.764982982926671,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
645,False,"{'a': 0.01, 'e': 0.15503875968992248}",25,15,19.88252744498326,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
646,False,"{'a': 0.01, 'e': 0.15479876160990713}",20,-4,25.83147798926049,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 0}",0
647,False,"{'a': 0.01, 'e': 0.1545595054095827}",30,7,30.938393873969353,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
648,False,"{'a': 0.01, 'e': 0.15432098765432098}",20,13,14.171572429758676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
649,False,"{'a': 0.01, 'e': 0.15408320493066255}",30,20,-64.34175513011223,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 2}",1
650,False,"{'a': 0.01, 'e': 0.15384615384615385}",25,19,12.426827477633434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
651,False,"{'a': 0.01, 'e': 0.15360983102918588}",25,10,27.090247770100692,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.01, 'e': 0.15337423312883436}",25,16,17.367815044495963,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.01, 'e': 0.15313935681470137}",25,15,18.779716384135885,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.01, 'e': 0.1529051987767584}",25,19,12.170372304286174,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.01, 'e': 0.15267175572519084}",20,-8,30.404925928047234,"{0: 26, 1: 1, 2: 1, 3: 0, 4: 0}",0
656,False,"{'a': 0.01, 'e': 0.1524390243902439}",35,18,23.004740195016307,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.01, 'e': 0.15220700152207}",30,21,15.168583745404879,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.01, 'e': 0.1519756838905775}",20,11,17.35734231225476,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
659,False,"{'a': 0.01, 'e': 0.15174506828528073}",30,15,27.27155852157891,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.01, 'e': 0.1515151515151515}",20,15,9.004875029893705,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
661,False,"{'a': 0.01, 'e': 0.151285930408472}",25,14,-21.45485109939981,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
662,False,"{'a': 0.01, 'e': 0.1510574018126888}",30,18,23.417231111016743,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
663,False,"{'a': 0.01, 'e': 0.15082956259426847}",35,19,20.498000350544665,"{0: 14, 1: 2, 2: 0, 3: 0, 4: 0}",1
664,False,"{'a': 0.01, 'e': 0.1506024096385542}",25,9,3.7952696130431844,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
665,False,"{'a': 0.01, 'e': 0.15037593984962405}",30,10,-17.307784169167547,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 1}",1
666,False,"{'a': 0.01, 'e': 0.15015015015015015}",25,19,10.970053523365833,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
667,False,"{'a': 0.01, 'e': 0.14992503748125938}",25,14,-3.752887677443269,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
668,False,"{'a': 0.01, 'e': 0.14970059880239522}",20,1,-15.13643974415367,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 1}",1
669,False,"{'a': 0.01, 'e': 0.14947683109118085}",25,6,22.635646973480487,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.01, 'e': 0.14925373134328357}",20,10,8.4481582606332,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
671,False,"{'a': 0.01, 'e': 0.14903129657228018}",35,9,-9.102717736934784,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
672,False,"{'a': 0.01, 'e': 0.1488095238095238}",25,7,28.80369720092473,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
673,False,"{'a': 0.01, 'e': 0.1485884101040119}",25,14,8.75458428444462,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
674,False,"{'a': 0.01, 'e': 0.14836795252225518}",20,6,26.794587667634662,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
675,False,"{'a': 0.01, 'e': 0.14814814814814814}",25,13,9.220160964541442,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.01, 'e': 0.14792899408284024}",20,12,6.768063030020125,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
677,False,"{'a': 0.01, 'e': 0.14771048744460855}",20,8,24.50862034153881,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.01, 'e': 0.14749262536873156}",30,16,-18.912880633121627,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
679,False,"{'a': 0.01, 'e': 0.14727540500736377}",20,12,18.324917143329074,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.01, 'e': 0.14705882352941177}",20,-2,23.767893564302454,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",0
681,False,"{'a': 0.01, 'e': 0.14684287812041114}",30,17,20.17481098565182,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.01, 'e': 0.14662756598240467}",25,15,4.9998449379030685,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
683,False,"{'a': 0.01, 'e': 0.14641288433382138}",20,11,16.787102406934228,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
684,False,"{'a': 0.01, 'e': 0.14619883040935672}",20,-3,-11.141569992429282,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",0
685,False,"{'a': 0.01, 'e': 0.145985401459854}",25,3,25.19641089436546,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 0}",1
686,False,"{'a': 0.01, 'e': 0.14577259475218657}",20,8,-1.2381991025775667,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
687,False,"{'a': 0.01, 'e': 0.14556040756914118}",25,11,27.04034542601818,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.01, 'e': 0.14534883720930233}",35,16,29.045562215518434,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
689,False,"{'a': 0.01, 'e': 0.14513788098693758}",20,5,16.64526352643405,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.01, 'e': 0.14492753623188406}",20,-35,52.51328160669244,"{0: 51, 1: 1, 2: 2, 3: 1, 4: 0}",0
691,False,"{'a': 0.01, 'e': 0.1447178002894356}",25,2,42.84737490360585,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.01, 'e': 0.14450867052023122}",20,6,30.51003885568581,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.01, 'e': 0.14430014430014432}",20,7,13.933573266289608,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.01, 'e': 0.1440922190201729}",25,19,2.845767419451658,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.01, 'e': 0.14388489208633093}",25,7,1.97840429971701,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 0}",1
696,False,"{'a': 0.01, 'e': 0.14367816091954022}",20,-2,25.15071459555221,"{0: 20, 1: 1, 2: 1, 3: 0, 4: 0}",0
697,False,"{'a': 0.01, 'e': 0.14347202295552366}",25,13,23.273920989011415,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.01, 'e': 0.14326647564469913}",30,18,23.542603271275194,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
699,False,"{'a': 0.01, 'e': 0.14306151645207438}",20,12,16.796838715337884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.01, 'e': 0.14285714285714285}",35,15,28.390686522288675,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
701,False,"{'a': 0.01, 'e': 0.14265335235378032}",30,18,7.312193057671476,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
702,False,"{'a': 0.01, 'e': 0.14245014245014245}",30,13,19.884468198169344,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
703,False,"{'a': 0.01, 'e': 0.14224751066856328}",30,16,14.025164281931515,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
704,False,"{'a': 0.01, 'e': 0.14204545454545456}",25,8,3.613006288714878,"{0: 15, 1: 1, 2: 0, 3: 1, 4: 0}",1
705,False,"{'a': 0.01, 'e': 0.14184397163120568}",20,3,33.11363348080681,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.01, 'e': 0.141643059490085}",20,-29,64.83460863176818,"{0: 47, 1: 0, 2: 2, 3: 0, 4: 0}",0
707,False,"{'a': 0.01, 'e': 0.14144271570014144}",20,11,16.474918659587722,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
708,False,"{'a': 0.01, 'e': 0.14124293785310735}",30,18,24.089868283340103,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
709,False,"{'a': 0.01, 'e': 0.14104372355430184}",20,-5,44.1551818233576,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
710,False,"{'a': 0.01, 'e': 0.1408450704225352}",20,5,14.488843804941418,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.01, 'e': 0.14064697609001406}",20,13,12.881231719121427,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.01, 'e': 0.1404494382022472}",20,8,12.294463801362731,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
713,False,"{'a': 0.01, 'e': 0.1402524544179523}",20,12,-29.15062827398442,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
714,False,"{'a': 0.01, 'e': 0.1400560224089636}",20,7,26.23238872053613,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.01, 'e': 0.13986013986013984}",20,11,11.308909922197193,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.01, 'e': 0.13966480446927373}",25,14,21.714241833132597,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.01, 'e': 0.1394700139470014}",20,12,16.847371863039182,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.01, 'e': 0.1392757660167131}",25,14,-9.783008783538342,"{0: 9, 1: 1, 2: 0, 3: 1, 4: 0}",1
719,False,"{'a': 0.01, 'e': 0.13908205841446453}",20,14,12.341105060425976,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
720,False,"{'a': 0.01, 'e': 0.1388888888888889}",20,2,-1.4188337909574582,"{0: 16, 1: 0, 2: 1, 3: 1, 4: 0}",1
721,False,"{'a': 0.01, 'e': 0.13869625520110956}",20,14,13.210900607945238,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.01, 'e': 0.13850415512465375}",25,2,46.47830009271987,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.01, 'e': 0.1383125864453665}",25,18,10.690057333683738,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.01, 'e': 0.13812154696132597}",25,-7,3.74989554642627,"{0: 30, 1: 0, 2: 1, 3: 0, 4: 1}",0
725,False,"{'a': 0.01, 'e': 0.13793103448275862}",20,0,35.05653804527694,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.01, 'e': 0.13774104683195593}",30,15,8.761007815894489,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
727,False,"{'a': 0.01, 'e': 0.1375515818431912}",25,16,15.713529049282673,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
728,False,"{'a': 0.01, 'e': 0.13736263736263735}",25,20,10.145768086542311,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.01, 'e': 0.13717421124828533}",25,19,11.47643113967526,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
730,False,"{'a': 0.01, 'e': 0.136986301369863}",25,7,34.91209767081025,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
731,False,"{'a': 0.01, 'e': 0.13679890560875513}",25,11,25.213178099703214,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.01, 'e': 0.13661202185792348}",25,14,19.67079846331891,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
733,False,"{'a': 0.01, 'e': 0.1364256480218281}",30,17,-32.04300432246469,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 1}",1
734,False,"{'a': 0.01, 'e': 0.1362397820163488}",30,8,15.153539044622027,"{0: 20, 1: 0, 2: 2, 3: 0, 4: 0}",1
735,False,"{'a': 0.01, 'e': 0.13605442176870747}",25,13,-21.645607322027598,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
736,False,"{'a': 0.01, 'e': 0.1358695652173913}",20,16,8.43948461129969,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
737,False,"{'a': 0.01, 'e': 0.13568521031207598}",20,3,34.63508932952736,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
738,False,"{'a': 0.01, 'e': 0.13550135501355015}",20,12,-28.08971166430114,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
739,False,"{'a': 0.01, 'e': 0.13531799729364005}",25,-1,-8.844945701605049,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
740,False,"{'a': 0.01, 'e': 0.13513513513513511}",30,21,17.50675128428499,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
741,False,"{'a': 0.01, 'e': 0.1349527665317139}",25,11,19.551147643561933,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
742,False,"{'a': 0.01, 'e': 0.1347708894878706}",20,11,-23.0519515734397,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
743,False,"{'a': 0.01, 'e': 0.13458950201884254}",30,-12,28.70637842098206,"{0: 38, 1: 1, 2: 2, 3: 1, 4: 0}",0
744,False,"{'a': 0.01, 'e': 0.13440860215053763}",20,13,14.580899824016688,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
745,False,"{'a': 0.01, 'e': 0.1342281879194631}",25,4,6.225673029269846,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 0}",1
746,False,"{'a': 0.01, 'e': 0.13404825737265416}",25,12,13.87691992890189,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
747,False,"{'a': 0.01, 'e': 0.13386880856760375}",25,8,-47.35670339701851,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
748,False,"{'a': 0.01, 'e': 0.1336898395721925}",20,6,-7.217065858740975,"{0: 12, 1: 0, 2: 1, 3: 1, 4: 0}",1
749,False,"{'a': 0.01, 'e': 0.13351134846461948}",20,-6,-46.228739319656206,"{0: 20, 1: 1, 2: 4, 3: 0, 4: 1}",0
750,False,"{'a': 0.01, 'e': 0.13333333333333333}",20,9,-20.05637519580327,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
751,False,"{'a': 0.01, 'e': 0.13315579227696406}",25,8,35.6193530762259,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
752,False,"{'a': 0.01, 'e': 0.13297872340425532}",25,3,-26.33930384790149,"{0: 20, 1: 0, 2: 0, 3: 1, 4: 1}",1
753,False,"{'a': 0.01, 'e': 0.13280212483399734}",35,16,12.148986960277938,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
754,False,"{'a': 0.01, 'e': 0.13262599469496023}",20,16,9.63091005652163,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
755,False,"{'a': 0.01, 'e': 0.13245033112582782}",20,12,17.751845900995765,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
756,False,"{'a': 0.01, 'e': 0.13227513227513227}",20,-7,-17.857232203204415,"{0: 25, 1: 0, 2: 0, 3: 1, 4: 1}",0
757,False,"{'a': 0.01, 'e': 0.1321003963011889}",35,15,37.95667204222947,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
758,False,"{'a': 0.01, 'e': 0.13192612137203166}",20,-3,-9.755906930517051,"{0: 21, 1: 0, 2: 1, 3: 0, 4: 1}",0
759,False,"{'a': 0.01, 'e': 0.13175230566534915}",20,-2,-24.11585082979221,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 1}",0
760,False,"{'a': 0.01, 'e': 0.13157894736842105}",25,11,26.280018325834128,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
761,False,"{'a': 0.01, 'e': 0.1314060446780552}",20,5,32.31791380661319,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
762,False,"{'a': 0.01, 'e': 0.13123359580052493}",25,11,21.88783937281576,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
763,False,"{'a': 0.01, 'e': 0.1310615989515072}",25,7,27.66389400796861,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
764,False,"{'a': 0.01, 'e': 0.13089005235602094}",20,14,-3.586603747654133,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
765,False,"{'a': 0.01, 'e': 0.13071895424836602}",20,-3,20.63036769322245,"{0: 21, 1: 0, 2: 2, 3: 0, 4: 0}",0
766,False,"{'a': 0.01, 'e': 0.13054830287206265}",25,8,30.599587258367492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
767,False,"{'a': 0.01, 'e': 0.1303780964797914}",20,7,-74.25034008292042,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 2}",1
768,False,"{'a': 0.01, 'e': 0.13020833333333334}",25,14,4.7419162374061,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
769,False,"{'a': 0.01, 'e': 0.13003901170351104}",20,12,1.5109676039724043,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
770,False,"{'a': 0.01, 'e': 0.12987012987012986}",20,12,1.500684662221752,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
771,False,"{'a': 0.01, 'e': 0.1297016861219196}",25,5,37.1325302581891,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
772,False,"{'a': 0.01, 'e': 0.1295336787564767}",20,14,10.048416060229055,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
773,False,"{'a': 0.01, 'e': 0.129366106080207}",25,14,8.3266311220908,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
774,False,"{'a': 0.01, 'e': 0.12919896640826872}",25,11,27.27993848790431,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
775,False,"{'a': 0.01, 'e': 0.12903225806451613}",20,12,14.98007451920532,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
776,False,"{'a': 0.01, 'e': 0.1288659793814433}",35,9,46.34202989059883,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
777,False,"{'a': 0.01, 'e': 0.1287001287001287}",20,13,11.65722951398367,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
778,False,"{'a': 0.01, 'e': 0.12853470437017994}",20,-1,6.102174659105568,"{0: 19, 1: 0, 2: 1, 3: 1, 4: 0}",1
779,False,"{'a': 0.01, 'e': 0.12836970474967907}",20,6,14.764770158672558,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
780,False,"{'a': 0.01, 'e': 0.12820512820512822}",35,13,-55.9810764916761,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 2}",1
781,False,"{'a': 0.01, 'e': 0.12804097311139565}",25,4,14.107375801207779,"{0: 19, 1: 0, 2: 2, 3: 0, 4: 0}",1
782,False,"{'a': 0.01, 'e': 0.1278772378516624}",20,10,9.042870425100142,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
783,False,"{'a': 0.01, 'e': 0.1277139208173691}",25,20,8.804247274977339,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
784,False,"{'a': 0.01, 'e': 0.12755102040816327}",25,17,14.965622371204782,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
785,False,"{'a': 0.01, 'e': 0.12738853503184713}",20,11,18.396909543201282,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
786,False,"{'a': 0.01, 'e': 0.1272264631043257}",20,16,9.577294182919843,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
787,False,"{'a': 0.01, 'e': 0.12706480304955528}",25,13,22.442670777789242,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
788,False,"{'a': 0.01, 'e': 0.12690355329949238}",25,14,-0.5572479691786194,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
789,False,"{'a': 0.01, 'e': 0.12674271229404308}",25,15,4.979692107720716,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
790,False,"{'a': 0.01, 'e': 0.12658227848101264}",20,-6,-25.923007543083806,"{0: 22, 1: 1, 2: 2, 3: 0, 4: 1}",0
791,False,"{'a': 0.01, 'e': 0.1264222503160556}",30,9,12.487014914598607,"{0: 18, 1: 1, 2: 2, 3: 0, 4: 0}",1
792,False,"{'a': 0.01, 'e': 0.12626262626262627}",25,17,7.053046273195438,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
793,False,"{'a': 0.01, 'e': 0.12610340479192939}",35,22,16.538421880848663,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
794,False,"{'a': 0.01, 'e': 0.12594458438287154}",20,14,12.201900596647368,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
795,False,"{'a': 0.01, 'e': 0.12578616352201258}",30,14,9.040939124218587,"{0: 14, 1: 0, 2: 2, 3: 0, 4: 0}",1
796,False,"{'a': 0.01, 'e': 0.12562814070351758}",25,20,11.915322763078933,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
797,False,"{'a': 0.01, 'e': 0.12547051442910917}",20,15,8.460726370019914,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
798,False,"{'a': 0.01, 'e': 0.12531328320802004}",20,6,-1.6487986276081055,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
799,False,"{'a': 0.01, 'e': 0.1251564455569462}",20,10,18.122148875815416,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
800,False,"{'a': 0.01, 'e': 0.125}",25,16,18.168977054028257,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
801,False,"{'a': 0.01, 'e': 0.12484394506866417}",25,14,-1.90263621974084,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
802,False,"{'a': 0.01, 'e': 0.12468827930174564}",20,-21,53.32166377492383,"{0: 38, 1: 2, 2: 1, 3: 0, 4: 0}",0
803,False,"{'a': 0.01, 'e': 0.12453300124533002}",25,16,14.322062959880041,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
804,False,"{'a': 0.01, 'e': 0.12437810945273631}",25,12,23.043634782392004,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
805,False,"{'a': 0.01, 'e': 0.12422360248447203}",25,10,10.982348963655758,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
806,False,"{'a': 0.01, 'e': 0.12406947890818858}",25,10,25.74793419957171,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
807,False,"{'a': 0.01, 'e': 0.12391573729863692}",20,-2,-40.13136791789533,"{0: 18, 1: 0, 2: 3, 3: 0, 4: 1}",0
808,False,"{'a': 0.01, 'e': 0.12376237623762376}",20,6,24.871030265057602,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
809,False,"{'a': 0.01, 'e': 0.12360939431396786}",20,5,1.2524109849346017,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
810,False,"{'a': 0.01, 'e': 0.1234567901234568}",25,13,28.383950913795946,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
811,False,"{'a': 0.01, 'e': 0.12330456226880396}",20,11,16.034975874075517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
812,False,"{'a': 0.01, 'e': 0.1231527093596059}",20,10,5.805487603186224,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
813,False,"{'a': 0.01, 'e': 0.12300123001230011}",30,10,-1.9639769331293766,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
814,False,"{'a': 0.01, 'e': 0.12285012285012284}",25,13,25.138640916037325,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
815,False,"{'a': 0.01, 'e': 0.12269938650306748}",20,-2,44.19380519707627,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
816,False,"{'a': 0.01, 'e': 0.12254901960784313}",25,12,16.67262846182043,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
