trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1535,False,"{'a': 0.01, 'e': 0.06514657980456026}",25,13,23.430274634108997,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1536,False,"{'a': 0.01, 'e': 0.06510416666666667}",30,20,20.42716484461203,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1537,False,"{'a': 0.01, 'e': 0.06506180871828236}",20,4,31.00160607567748,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1538,False,"{'a': 0.01, 'e': 0.06501950585175552}",25,7,-10.526208397463082,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
1539,False,"{'a': 0.01, 'e': 0.0649772579597141}",35,23,23.26697184939144,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1540,False,"{'a': 0.01, 'e': 0.06493506493506493}",25,20,8.973950646916368,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1541,False,"{'a': 0.01, 'e': 0.06489292667099286}",20,9,22.714021338493435,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1542,False,"{'a': 0.01, 'e': 0.0648508430609598}",20,9,7.95001399059477,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1543,False,"{'a': 0.01, 'e': 0.06480881399870382}",25,9,25.961500165930577,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1544,False,"{'a': 0.01, 'e': 0.06476683937823835}",20,12,17.522685517246266,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1545,False,"{'a': 0.01, 'e': 0.06472491909385113}",25,13,26.45321618824114,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1546,False,"{'a': 0.01, 'e': 0.0646830530401035}",30,10,25.715884031054916,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1547,False,"{'a': 0.01, 'e': 0.06464124111182934}",25,12,25.680335907921645,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1548,False,"{'a': 0.01, 'e': 0.06459948320413436}",20,-2,45.245466877180554,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
1549,False,"{'a': 0.01, 'e': 0.0645577792123951}",20,-3,30.70420600121776,"{0: 22, 1: 1, 2: 0, 3: 0, 4: 0}",0
1550,False,"{'a': 0.01, 'e': 0.06451612903225806}",20,12,16.039870086793048,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1551,False,"{'a': 0.01, 'e': 0.06447453255963895}",30,10,38.26666130198699,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1552,False,"{'a': 0.01, 'e': 0.06443298969072166}",30,18,20.76863238406694,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1553,False,"{'a': 0.01, 'e': 0.06439150032195749}",20,-7,39.50177630868621,"{0: 26, 1: 0, 2: 1, 3: 0, 4: 0}",0
1554,False,"{'a': 0.01, 'e': 0.06435006435006435}",20,0,27.10655069572489,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1555,False,"{'a': 0.01, 'e': 0.06430868167202572}",20,9,5.818712255146806,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1556,False,"{'a': 0.01, 'e': 0.06426735218508997}",20,9,21.24763305202542,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1557,False,"{'a': 0.01, 'e': 0.06422607578676942}",20,16,6.804473004383195,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1558,False,"{'a': 0.01, 'e': 0.06418485237483953}",20,8,25.465354645615136,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1559,False,"{'a': 0.01, 'e': 0.06414368184733804}",20,9,24.846199101117556,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1560,False,"{'a': 0.01, 'e': 0.06410256410256411}",25,15,16.7099583202195,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1561,False,"{'a': 0.01, 'e': 0.06406149903907751}",20,12,17.71038600203492,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1562,False,"{'a': 0.01, 'e': 0.06402048655569782}",20,-12,42.26848133272744,"{0: 31, 1: 0, 2: 1, 3: 0, 4: 0}",0
1563,False,"{'a': 0.01, 'e': 0.06397952655150352}",25,11,19.052996350652585,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1564,False,"{'a': 0.01, 'e': 0.0639386189258312}",20,10,22.021889231496687,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1565,False,"{'a': 0.01, 'e': 0.06389776357827476}",20,10,19.73877251557271,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1566,False,"{'a': 0.01, 'e': 0.06385696040868455}",20,13,14.527728601618364,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1567,False,"{'a': 0.01, 'e': 0.06381620931716656}",25,-8,24.588783073962354,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 1}",0
1568,False,"{'a': 0.01, 'e': 0.06377551020408163}",30,12,32.36493099668105,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1569,False,"{'a': 0.01, 'e': 0.06373486297004462}",25,6,37.87375310910835,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1570,False,"{'a': 0.01, 'e': 0.06369426751592357}",20,14,8.483860390827587,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1571,False,"{'a': 0.01, 'e': 0.06365372374283895}",30,13,33.2238175155262,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1572,False,"{'a': 0.01, 'e': 0.06361323155216285}",20,3,27.96101666208763,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1573,False,"{'a': 0.01, 'e': 0.06357279084551812}",20,9,19.969077212011566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1574,False,"{'a': 0.01, 'e': 0.06353240152477764}",30,10,29.740549463040463,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1575,False,"{'a': 0.01, 'e': 0.06349206349206349}",20,0,5.330700453556696,"{0: 17, 1: 1, 2: 2, 3: 0, 4: 0}",1
1576,False,"{'a': 0.01, 'e': 0.06345177664974619}",25,7,35.58312533432758,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1577,False,"{'a': 0.01, 'e': 0.06341154090044389}",25,16,13.874208774902753,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1578,False,"{'a': 0.01, 'e': 0.06337135614702154}",20,13,8.37783848082984,"{0: 6, 1: 1, 2: 0, 3: 0, 4: 0}",1
1579,False,"{'a': 0.01, 'e': 0.06333122229259025}",20,12,-26.050117726164807,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
1580,False,"{'a': 0.01, 'e': 0.06329113924050632}",25,10,32.85127510761961,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1581,False,"{'a': 0.01, 'e': 0.06325110689437065}",25,11,25.982846098117108,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1582,False,"{'a': 0.01, 'e': 0.0632111251580278}",20,12,12.81694251635921,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1583,False,"{'a': 0.01, 'e': 0.06317119393556538}",20,14,11.663905747883403,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1584,False,"{'a': 0.01, 'e': 0.06313131313131314}",25,6,21.644817223945157,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 0}",1
1585,False,"{'a': 0.01, 'e': 0.06309148264984227}",25,0,-22.159543844839344,"{0: 23, 1: 0, 2: 0, 3: 1, 4: 1}",1
1586,False,"{'a': 0.01, 'e': 0.06305170239596469}",30,7,41.983678688935036,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1587,False,"{'a': 0.01, 'e': 0.0630119722747322}",25,15,20.184286504941344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1588,False,"{'a': 0.01, 'e': 0.06297229219143577}",25,14,21.034709858670926,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1589,False,"{'a': 0.01, 'e': 0.06293266205160478}",25,14,22.837429766373784,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1590,False,"{'a': 0.01, 'e': 0.06289308176100629}",20,-12,18.358774787405057,"{0: 30, 1: 0, 2: 1, 3: 1, 4: 0}",0
1591,False,"{'a': 0.01, 'e': 0.06285355122564425}",25,12,24.179536739335994,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1592,False,"{'a': 0.01, 'e': 0.06281407035175879}",20,10,19.746583899268277,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1593,False,"{'a': 0.01, 'e': 0.06277463904582549}",30,10,42.75243878723053,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1594,False,"{'a': 0.01, 'e': 0.06273525721455459}",25,13,-17.142275216574955,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
1595,False,"{'a': 0.01, 'e': 0.06269592476489028}",20,-2,38.62235263346544,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",0
1596,False,"{'a': 0.01, 'e': 0.06265664160401002}",25,9,29.557560988052547,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1597,False,"{'a': 0.01, 'e': 0.06261740763932373}",35,5,48.50492585718587,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
1598,False,"{'a': 0.01, 'e': 0.0625782227784731}",25,13,25.765516666070837,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1599,False,"{'a': 0.01, 'e': 0.06253908692933083}",25,12,24.99946023479872,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1600,False,"{'a': 0.01, 'e': 0.0625}",20,5,30.793313655640617,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1601,False,"{'a': 0.01, 'e': 0.062460961898813235}",25,-2,49.70605953124545,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",0
1602,False,"{'a': 0.01, 'e': 0.062421972534332085}",35,25,7.965247753251841,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1603,False,"{'a': 0.01, 'e': 0.06238303181534622}",20,7,28.23477988377327,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1604,False,"{'a': 0.01, 'e': 0.06234413965087282}",20,11,16.31585996159147,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1605,False,"{'a': 0.01, 'e': 0.06230529595015576}",20,12,14.370064536363602,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1606,False,"{'a': 0.01, 'e': 0.06226650062266501}",20,4,20.844118136099233,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1607,False,"{'a': 0.01, 'e': 0.06222775357809583}",20,15,4.730457554109853,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1608,False,"{'a': 0.01, 'e': 0.062189054726368154}",20,14,8.438227516680403,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1609,False,"{'a': 0.01, 'e': 0.062150403977625855}",30,-20,48.493961058669335,"{0: 47, 1: 0, 2: 2, 3: 1, 4: 0}",0
1610,False,"{'a': 0.01, 'e': 0.06211180124223602}",25,13,25.632838135567383,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1611,False,"{'a': 0.01, 'e': 0.062073246430788334}",20,14,-9.19057801425174,"{0: 5, 1: 0, 2: 0, 3: 1, 4: 0}",1
1612,False,"{'a': 0.01, 'e': 0.06203473945409429}",30,16,22.31457661596335,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1613,False,"{'a': 0.01, 'e': 0.061996280223186616}",25,7,26.601483426198612,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1614,False,"{'a': 0.01, 'e': 0.06195786864931846}",20,-11,56.778562449568454,"{0: 31, 1: 0, 2: 0, 3: 0, 4: 0}",0
1615,False,"{'a': 0.01, 'e': 0.061919504643962855}",20,8,25.47125516638332,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1616,False,"{'a': 0.01, 'e': 0.06188118811881188}",20,14,12.303379338624667,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1617,False,"{'a': 0.01, 'e': 0.061842918985776124}",20,10,-21.357923198707944,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1618,False,"{'a': 0.01, 'e': 0.06180469715698393}",25,10,20.226460851717942,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
1619,False,"{'a': 0.01, 'e': 0.061766522544780725}",25,15,18.773728165174493,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1620,False,"{'a': 0.01, 'e': 0.0617283950617284}",25,13,22.330006958038485,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1621,False,"{'a': 0.01, 'e': 0.061690314620604564}",20,16,9.07054073143633,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1622,False,"{'a': 0.01, 'e': 0.06165228113440198}",25,13,23.93929045596074,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1623,False,"{'a': 0.01, 'e': 0.061614294516327786}",35,23,0.5836222189034466,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
1624,False,"{'a': 0.01, 'e': 0.06157635467980295}",20,12,13.648184504047448,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1625,False,"{'a': 0.01, 'e': 0.06153846153846154}",25,16,1.0617606186765585,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
1626,False,"{'a': 0.01, 'e': 0.061500615006150054}",30,4,-5.595467802854628,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 1}",1
1627,False,"{'a': 0.01, 'e': 0.06146281499692686}",35,18,-6.98209316746694,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1628,False,"{'a': 0.01, 'e': 0.06142506142506142}",20,12,2.6864674559345385,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1629,False,"{'a': 0.01, 'e': 0.061387354205033766}",20,1,24.06664682360482,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1630,False,"{'a': 0.01, 'e': 0.06134969325153374}",20,8,22.449464638864775,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1631,False,"{'a': 0.01, 'e': 0.061312078479460456}",20,4,16.168383077667194,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
1632,False,"{'a': 0.01, 'e': 0.061274509803921566}",30,19,19.758558926083566,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1633,False,"{'a': 0.01, 'e': 0.06123698714023269}",30,19,9.786583187109352,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1634,False,"{'a': 0.01, 'e': 0.06119951040391677}",30,17,6.914355997508515,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
1635,False,"{'a': 0.01, 'e': 0.061162079510703356}",20,10,19.666322585975045,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1636,False,"{'a': 0.01, 'e': 0.06112469437652812}",20,-20,42.93379917576464,"{0: 38, 1: 1, 2: 1, 3: 0, 4: 0}",0
1637,False,"{'a': 0.01, 'e': 0.06108735491753207}",25,-7,-17.31314252349996,"{0: 28, 1: 0, 2: 3, 3: 0, 4: 1}",0
1638,False,"{'a': 0.01, 'e': 0.061050061050061055}",20,13,16.09640318115083,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1639,False,"{'a': 0.01, 'e': 0.06101281269066504}",30,16,17.15123474267116,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1640,False,"{'a': 0.01, 'e': 0.06097560975609757}",30,16,26.204770264659608,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1641,False,"{'a': 0.01, 'e': 0.06093845216331505}",20,3,-20.38445617231964,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
1642,False,"{'a': 0.01, 'e': 0.06090133982947624}",20,5,24.175698671162888,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1643,False,"{'a': 0.01, 'e': 0.06086427267194157}",25,11,18.414440843223705,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1644,False,"{'a': 0.01, 'e': 0.0608272506082725}",25,17,7.675235447448057,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1645,False,"{'a': 0.01, 'e': 0.060790273556231005}",25,8,29.069967713971803,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1646,False,"{'a': 0.01, 'e': 0.060753341433778855}",20,10,18.306516391745824,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1647,False,"{'a': 0.01, 'e': 0.060716454159077116}",25,9,28.62467434098636,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1648,False,"{'a': 0.01, 'e': 0.06067961165048544}",25,-1,44.2920426459411,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
1649,False,"{'a': 0.01, 'e': 0.060642813826561545}",20,6,27.869603047510846,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1650,False,"{'a': 0.01, 'e': 0.06060606060606061}",25,14,19.947932869666193,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1651,False,"{'a': 0.01, 'e': 0.06056935190793458}",25,-5,52.86485718230393,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
1652,False,"{'a': 0.01, 'e': 0.06053268765133172}",35,5,44.49527531743348,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",1
1653,False,"{'a': 0.01, 'e': 0.060496067755595885}",25,15,-1.5363991182209582,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
1654,False,"{'a': 0.01, 'e': 0.060459492140266025}",30,20,19.715278447582296,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1655,False,"{'a': 0.01, 'e': 0.060422960725075525}",20,8,22.74130574427744,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1656,False,"{'a': 0.01, 'e': 0.060386473429951695}",25,19,10.794328529120733,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1657,False,"{'a': 0.01, 'e': 0.060350030175015085}",35,12,42.276707817806894,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1658,False,"{'a': 0.01, 'e': 0.060313630880579006}",20,-3,41.58914203366908,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",0
1659,False,"{'a': 0.01, 'e': 0.06027727546714889}",20,13,13.243950792983645,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1660,False,"{'a': 0.01, 'e': 0.06024096385542168}",30,17,21.000747967222722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1661,False,"{'a': 0.01, 'e': 0.060204695966285374}",25,19,9.15637383492518,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1662,False,"{'a': 0.01, 'e': 0.06016847172081829}",30,10,33.29480122276718,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1663,False,"{'a': 0.01, 'e': 0.06013229104028864}",20,9,0.11139869618938492,"{0: 10, 1: 0, 2: 0, 3: 1, 4: 0}",1
1664,False,"{'a': 0.01, 'e': 0.06009615384615384}",20,-1,27.760156988436542,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
1665,False,"{'a': 0.01, 'e': 0.060060060060060066}",20,6,20.614934436047943,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1666,False,"{'a': 0.01, 'e': 0.060024009603841535}",20,-6,49.172664187623646,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",0
1667,False,"{'a': 0.01, 'e': 0.05998800239952009}",25,20,9.213544784521945,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1668,False,"{'a': 0.01, 'e': 0.05995203836930456}",20,3,33.849809261999795,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1669,False,"{'a': 0.01, 'e': 0.059916117435590166}",25,18,13.070165894683555,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1670,False,"{'a': 0.01, 'e': 0.059880239520958084}",35,21,26.672219517454856,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1671,False,"{'a': 0.01, 'e': 0.059844404548174746}",30,3,45.09492500887801,"{0: 26, 1: 1, 2: 0, 3: 0, 4: 0}",1
1672,False,"{'a': 0.01, 'e': 0.059808612440191394}",30,18,23.614629384202054,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1673,False,"{'a': 0.01, 'e': 0.05977286312014345}",20,15,10.659595907818101,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1674,False,"{'a': 0.01, 'e': 0.05973715651135005}",30,17,24.071564906092465,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1675,False,"{'a': 0.01, 'e': 0.05970149253731343}",20,10,-23.800612060184413,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
1676,False,"{'a': 0.01, 'e': 0.059665871121718374}",30,10,-3.4742632446231347,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1677,False,"{'a': 0.01, 'e': 0.05963029218843172}",35,3,59.75653661097558,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
1678,False,"{'a': 0.01, 'e': 0.05959475566150178}",20,7,26.535221563130598,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1679,False,"{'a': 0.01, 'e': 0.05955926146515784}",20,14,11.40065284920629,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1680,False,"{'a': 0.01, 'e': 0.05952380952380952}",25,11,14.074480300654042,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1681,False,"{'a': 0.01, 'e': 0.0594883997620464}",35,7,36.51113656423465,"{0: 27, 1: 0, 2: 1, 3: 0, 4: 0}",1
1682,False,"{'a': 0.01, 'e': 0.059453032104637336}",20,7,23.298173238858787,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1683,False,"{'a': 0.01, 'e': 0.05941770647653}",20,13,12.74713352501304,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1684,False,"{'a': 0.01, 'e': 0.05938242280285036}",20,8,23.53190951482472,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1685,False,"{'a': 0.01, 'e': 0.05934718100890207}",20,16,6.452605745554205,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1686,False,"{'a': 0.01, 'e': 0.05931198102016608}",20,12,13.605586103970726,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1687,False,"{'a': 0.01, 'e': 0.05927682276229994}",25,16,19.651396164167032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1688,False,"{'a': 0.01, 'e': 0.05924170616113744}",20,3,33.71609867784159,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1689,False,"{'a': 0.01, 'e': 0.05920663114268798}",20,5,-12.521504704637055,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1690,False,"{'a': 0.01, 'e': 0.0591715976331361}",30,9,38.97666306423264,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
1691,False,"{'a': 0.01, 'e': 0.05913660555884092}",30,13,3.8094376260784015,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
1692,False,"{'a': 0.01, 'e': 0.05910165484633569}",25,11,18.438607061048153,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1693,False,"{'a': 0.01, 'e': 0.05906674542232723}",25,19,10.881069245115668,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1694,False,"{'a': 0.01, 'e': 0.05903187721369539}",25,11,24.13449238187013,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1695,False,"{'a': 0.01, 'e': 0.058997050147492625}",25,8,28.92060488422346,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1696,False,"{'a': 0.01, 'e': 0.05896226415094339}",25,20,9.39806188918956,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1697,False,"{'a': 0.01, 'e': 0.05892751915144373}",30,11,17.93721354205644,"{0: 17, 1: 2, 2: 0, 3: 0, 4: 0}",1
1698,False,"{'a': 0.01, 'e': 0.058892815076560655}",20,11,14.896041067958226,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1699,False,"{'a': 0.01, 'e': 0.05885815185403177}",25,7,20.597658070512914,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1700,False,"{'a': 0.01, 'e': 0.058823529411764705}",30,18,26.67579711856044,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1701,False,"{'a': 0.01, 'e': 0.05878894767783656}",30,14,28.83276923253341,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1702,False,"{'a': 0.01, 'e': 0.05875440658049354}",25,17,14.540237021824057,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1703,False,"{'a': 0.01, 'e': 0.05871990604815032}",25,-17,67.06029501633542,"{0: 41, 1: 0, 2: 1, 3: 0, 4: 0}",0
1704,False,"{'a': 0.01, 'e': 0.05868544600938967}",20,16,7.649941963391241,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1705,False,"{'a': 0.01, 'e': 0.05865102639296187}",20,9,17.954204322520077,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1706,False,"{'a': 0.01, 'e': 0.0586166471277843}",25,12,20.310793387592692,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1707,False,"{'a': 0.01, 'e': 0.05858230814294083}",25,10,29.22718101995946,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1708,False,"{'a': 0.01, 'e': 0.058548009367681494}",25,9,28.523383081575272,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1709,False,"{'a': 0.01, 'e': 0.058513750731421885}",20,-4,38.713332887563695,"{0: 23, 1: 1, 2: 0, 3: 0, 4: 0}",0
1710,False,"{'a': 0.01, 'e': 0.05847953216374269}",25,11,27.053342563686037,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1711,False,"{'a': 0.01, 'e': 0.058445353594389245}",30,9,29.486507346670344,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
1712,False,"{'a': 0.01, 'e': 0.05841121495327103}",25,13,11.454218691935557,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1713,False,"{'a': 0.01, 'e': 0.05837711617046118}",25,12,26.985179857213023,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1714,False,"{'a': 0.01, 'e': 0.058343057176196034}",30,12,33.91891601651012,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1715,False,"{'a': 0.01, 'e': 0.058309037900874626}",25,20,12.25549401099855,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1716,False,"{'a': 0.01, 'e': 0.05827505827505827}",20,10,20.54181083492059,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1717,False,"{'a': 0.01, 'e': 0.05824111822947}",20,16,7.435152335660259,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
